1055  9.60089	1.065290e-01	2.170713e-02	6.560895e-01	-9.573392e-01	2.058836e-02	5.099436e-01	5.915833e-01	6.615890e-01	7.200317e-01	7.680070e-01	8.070233e-01	8.386291e-01	8.642342e-01	8.850171e-01	9.019572e-01	9.158501e-01	9.272975e-01	9.367919e-01	9.447183e-01	9.513706e-01	9.569932e-01	9.617669e-01	9.658447e-01	9.693450e-01	9.723633e-01	
49  11.6088	1.070151e-01	2.334037e-02	6.617557e-01	-9.205938e-01	1.757212e-02	5.089633e-01	5.875933e-01	6.552398e-01	7.120654e-01	7.590951e-01	7.976947e-01	8.292657e-01	8.550912e-01	8.762533e-01	8.936609e-01	9.080619e-01	9.200271e-01	9.300288e-01	9.384392e-01	9.455449e-01	9.515902e-01	9.567560e-01	9.611952e-01	9.650266e-01	9.683482e-01	
292  11.5988	1.074752e-01	2.307867e-02	6.636154e-01	-9.871106e-01	4.327162e-02	5.090319e-01	5.929674e-01	6.646758e-01	7.242234e-01	7.727876e-01	8.120330e-01	8.436194e-01	8.690499e-01	8.895708e-01	9.062067e-01	9.197824e-01	9.309174e-01	9.401157e-01	9.477650e-01	9.541601e-01	9.595482e-01	9.641105e-01	9.679973e-01	9.713248e-01	9.741870e-01	
99  10.2162	1.034766e-01	2.308008e-02	6.472668e-01	-8.962051e-01	3.917485e-02	5.126052e-01	5.890880e-01	6.546690e-01	7.097479e-01	7.554334e-01	7.930800e-01	8.240334e-01	8.495062e-01	8.705150e-01	8.879128e-01	9.024009e-01	9.145195e-01	9.247181e-01	9.333501e-01	9.406888e-01	9.469701e-01	9.523691e-01	9.570347e-01	9.610837e-01	9.646128e-01	
84  13.1164	1.024841e-01	2.342434e-02	6.406751e-01	-8.664338e-01	7.866364e-02	5.162409e-01	5.899973e-01	6.529065e-01	7.056879e-01	7.495707e-01	7.859086e-01	8.159849e-01	8.409304e-01	8.616810e-01	8.790173e-01	8.935874e-01	9.058886e-01	9.163357e-01	9.252578e-01	9.329108e-01	9.395176e-01	9.452442e-01	9.502332e-01	9.545966e-01	9.584292e-01	
366  13.713	1.030781e-01	1.945210e-02	6.455870e-01	-9.742825e-01	6.612326e-02	5.062777e-01	5.889908e-01	6.596732e-01	7.184961e-01	7.666595e-01	8.057557e-01	8.373870e-01	8.629962e-01	8.837794e-01	9.007235e-01	9.146266e-01	9.260916e-01	9.356115e-01	9.435679e-01	9.502523e-01	9.559101e-01	9.607216e-01	9.648382e-01	9.683769e-01	9.714329e-01	
60  12.4012	1.015661e-01	2.354632e-02	6.451755e-01	-8.685859e-01	6.098995e-02	5.104196e-01	5.844623e-01	6.479662e-01	7.014767e-01	7.461073e-01	7.831436e-01	8.138377e-01	8.393106e-01	8.605022e-01	8.782037e-01	8.930711e-01	9.056110e-01	9.162479e-01	9.253205e-01	9.330922e-01	9.397923e-01	9.455917e-01	9.506367e-01	9.550425e-01	9.589065e-01	
353  10.5618	1.036503e-01	2.249928e-02	6.512562e-01	-9.208314e-01	6.075131e-02	5.085332e-01	5.868866e-01	6.539867e-01	7.101978e-01	7.566683e-01	7.948199e-01	8.260698e-01	8.516900e-01	8.727435e-01	8.901190e-01	9.045427e-01	9.165712e-01	9.266655e-01	9.351872e-01	9.424150e-01	9.485883e-01	9.538842e-01	9.584525e-01	9.624105e-01	9.658547e-01	
979  9.17929	1.039756e-01	2.179105e-02	6.529000e-01	-9.736757e-01	8.732471e-02	5.071921e-01	5.897179e-01	6.600402e-01	7.184572e-01	7.662414e-01	8.050284e-01	8.364261e-01	8.618700e-01	8.825463e-01	8.994312e-01	9.133106e-01	9.247777e-01	9.343179e-01	9.423073e-01	9.490331e-01	9.547367e-01	9.595962e-01	9.637614e-01	9.673485e-01	9.704522e-01	
50  10.6819	1.070328e-01	2.248814e-02	6.605838e-01	-9.579478e-01	8.852478e-02	5.085970e-01	5.898235e-01	6.590332e-01	7.165842e-01	7.637908e-01	8.022173e-01	8.334302e-01	8.588173e-01	8.795232e-01	8.964936e-01	9.104917e-01	9.220964e-01	9.317826e-01	9.399193e-01	9.467892e-01	9.526319e-01	9.576242e-01	9.619149e-01	9.656197e-01	9.688331e-01	
264  10.6516	1.025582e-01	2.589588e-02	6.611830e-01	-9.052511e-01	8.375209e-02	5.045801e-01	5.814639e-01	6.473486e-01	7.026929e-01	7.486418e-01	7.865655e-01	8.178123e-01	8.435901e-01	8.649088e-01	8.826145e-01	8.974037e-01	9.098126e-01	9.202882e-01	9.291819e-01	9.367662e-01	9.432779e-01	9.488925e-01	9.537595e-01	9.579961e-01	9.616999e-01	
1789  9.1332	1.056299e-01	2.251155e-02	6.596145e-01	-9.743175e-01	1.042583e-01	5.066279e-01	5.890893e-01	6.592555e-01	7.174905e-01	7.651307e-01	8.037729e-01	8.351000e-01	8.605138e-01	8.811795e-01	8.980804e-01	9.119900e-01	9.234976e-01	9.330870e-01	9.411292e-01	9.479084e-01	9.536664e-01	9.585810e-01	9.627998e-01	9.664378e-01	9.695898e-01	
569  11.3851	9.771817e-02	2.602185e-02	6.669098e-01	-9.275023e-01	1.587992e-01	4.892230e-01	5.672365e-01	6.340994e-01	6.902790e-01	7.369870e-01	7.756097e-01	8.075097e-01	8.339035e-01	8.558039e-01	8.740575e-01	8.893613e-01	9.022508e-01	9.131721e-01	9.224825e-01	9.304574e-01	9.373309e-01	9.432786e-01	9.484551e-01	9.529809e-01	9.569542e-01	
330  9.13255	1.054879e-01	2.279001e-02	6.575191e-01	-9.654607e-01	1.428251e-01	5.084117e-01	5.898896e-01	6.588765e-01	7.159939e-01	7.626979e-01	8.006597e-01	8.314884e-01	8.565888e-01	8.770975e-01	8.939400e-01	9.078714e-01	9.194566e-01	9.291563e-01	9.373314e-01	9.442582e-01	9.501701e-01	9.552394e-01	9.596115e-01	9.633994e-01	9.666966e-01	
508  9.226	1.048181e-01	2.281724e-02	6.584133e-01	-9.893536e-01	1.829571e-01	5.065006e-01	5.896686e-01	6.597901e-01	7.175701e-01	7.645869e-01	8.026408e-01	8.334216e-01	8.583956e-01	8.787424e-01	8.954139e-01	9.091763e-01	9.206043e-01	9.301656e-01	9.382147e-01	9.450240e-01	9.508321e-01	9.558127e-01	9.601074e-01	9.638270e-01	9.670641e-01	
958  9.25283	1.036421e-01	2.350533e-02	6.592424e-01	-9.775172e-01	2.006820e-01	5.043504e-01	5.864063e-01	6.555903e-01	7.126924e-01	7.592906e-01	7.971442e-01	8.278920e-01	8.529518e-01	8.734610e-01	8.903385e-01	9.043356e-01	9.160089e-01	9.258099e-01	9.340964e-01	9.411413e-01	9.471733e-01	9.523622e-01	9.568521e-01	9.607552e-01	9.641641e-01	
532  9.56632	1.037677e-01	2.422751e-02	6.653797e-01	-9.820472e-01	1.838326e-01	5.011293e-01	5.836487e-01	6.534916e-01	7.112859e-01	7.585162e-01	7.969026e-01	8.280757e-01	8.534589e-01	8.742068e-01	8.912596e-01	9.053768e-01	9.171286e-01	9.269802e-01	9.352922e-01	9.423412e-01	9.483651e-01	9.535387e-01	9.580068e-01	9.618824e-01	9.652603e-01	
1730  10.1658	1.067958e-01	2.298412e-02	6.591482e-01	-9.917973e-01	1.814983e-01	5.107223e-01	5.941183e-01	6.642332e-01	7.218430e-01	7.685929e-01	8.063353e-01	8.367978e-01	8.614577e-01	8.815081e-01	8.979156e-01	9.114419e-01	9.226577e-01	9.320261e-01	9.399048e-01	9.465671e-01	9.522454e-01	9.571102e-01	9.613012e-01	9.649277e-01	9.680813e-01	
475  11.4105	1.025190e-01	2.196623e-02	6.538013e-01	-9.775969e-01	2.316041e-01	5.028941e-01	5.847335e-01	6.535630e-01	7.102965e-01	7.565806e-01	7.942021e-01	8.248017e-01	8.497825e-01	8.702705e-01	8.871764e-01	9.012300e-01	9.129808e-01	9.228772e-01	9.312664e-01	9.384151e-01	9.445529e-01	9.498487e-01	9.544444e-01	9.584508e-01	9.619594e-01	
46  9.46031	9.913363e-02	2.053182e-02	6.450663e-01	-9.979785e-01	1.916648e-01	4.999250e-01	5.836946e-01	6.545458e-01	7.130642e-01	7.607617e-01	7.994112e-01	8.307016e-01	8.560984e-01	8.767918e-01	8.937512e-01	9.077499e-01	9.193698e-01	9.290855e-01	9.372646e-01	9.441877e-01	9.500911e-01	9.551492e-01	9.595099e-01	9.632880e-01	9.665763e-01	
1466  9.88857	9.694669e-02	2.208331e-02	6.479379e-01	-9.745632e-01	1.872965e-01	4.954321e-01	5.772444e-01	6.467425e-01	7.044936e-01	7.518938e-01	7.905879e-01	8.221275e-01	8.479143e-01	8.690740e-01	8.865139e-01	9.010030e-01	9.131023e-01	9.232646e-01	9.318599e-01	9.391701e-01	9.454303e-01	9.508154e-01	9.554743e-01	9.595229e-01	9.630575e-01	
811  10.1913	9.666709e-02	2.321728e-02	6.428162e-01	-9.122236e-01	1.845386e-01	5.005857e-01	5.773099e-01	6.424286e-01	6.967791e-01	7.417625e-01	7.788794e-01	8.095209e-01	8.348909e-01	8.559762e-01	8.735924e-01	8.884072e-01	9.009288e-01	9.115784e-01	9.206897e-01	9.285210e-01	9.352966e-01	9.411836e-01	9.463258e-01	9.508361e-01	9.548094e-01	
43  10.1107	9.684166e-02	2.245956e-02	6.472633e-01	-9.784108e-01	2.246792e-01	4.965682e-01	5.784564e-01	6.476690e-01	7.049605e-01	7.518620e-01	7.900897e-01	8.212496e-01	8.467183e-01	8.676282e-01	8.849101e-01	8.992827e-01	9.113006e-01	9.214215e-01	9.300025e-01	9.373171e-01	9.435963e-01	9.490114e-01	9.537080e-01	9.577995e-01	9.613807e-01	
405  10.1567	1.010240e-01	2.127337e-02	6.481589e-01	-9.814298e-01	2.244507e-01	5.028965e-01	5.851013e-01	6.542849e-01	7.113115e-01	7.578139e-01	7.955810e-01	8.262662e-01	8.512860e-01	8.717795e-01	8.886675e-01	9.026864e-01	9.143905e-01	9.242326e-01	9.325661e-01	9.396610e-01	9.457444e-01	9.509849e-01	9.555259e-01	9.594794e-01	9.629375e-01	
328  9.86902	1.012936e-01	2.177290e-02	6.450149e-01	-9.796139e-01	2.250858e-01	5.074476e-01	5.895270e-01	6.583957e-01	7.150164e-01	7.610880e-01	7.984458e-01	8.287508e-01	8.534392e-01	8.736485e-01	8.902852e-01	9.040946e-01	9.156248e-01	9.253180e-01	9.335226e-01	9.405053e-01	9.464935e-01	9.516546e-01	9.561269e-01	9.600188e-01	9.634221e-01	
280  9.81032	1.021903e-01	2.264947e-02	6.508409e-01	-9.819773e-01	2.481645e-01	5.063318e-01	5.884428e-01	6.572065e-01	7.136684e-01	7.595841e-01	7.968104e-01	8.270291e-01	8.516581e-01	8.718338e-01	8.884746e-01	9.023080e-01	9.138736e-01	9.236076e-01	9.318608e-01	9.389000e-01	9.449458e-01	9.501626e-01	9.546905e-01	9.586388e-01	9.620979e-01	
65  10.2164	1.013841e-01	2.621790e-02	6.649133e-01	-9.379600e-01	2.008002e-01	4.996115e-01	5.783513e-01	6.450349e-01	7.004998e-01	7.461912e-01	7.836815e-01	8.145045e-01	8.398990e-01	8.608930e-01	8.783569e-01	8.929795e-01	9.052877e-01	9.157169e-01	9.246077e-01	9.322233e-01	9.387938e-01	9.444887e-01	9.494498e-01	9.537884e-01	9.576002e-01	
1626  9.63251	1.026589e-01	2.553272e-02	6.700746e-01	-9.610901e-01	1.768415e-01	4.971586e-01	5.779504e-01	6.466201e-01	7.037584e-01	7.507508e-01	7.891788e-01	8.205774e-01	8.463170e-01	8.674890e-01	8.849725e-01	8.995178e-01	9.116828e-01	9.219230e-01	9.305987e-01	9.379867e-01	9.443224e-01	9.497803e-01	9.545081e-01	9.586214e-01	9.622166e-01	
203  9.22132	1.037870e-01	2.403406e-02	6.649759e-01	-9.849496e-01	2.020374e-01	5.010665e-01	5.837011e-01	6.534963e-01	7.111590e-01	7.582302e-01	7.964643e-01	8.275077e-01	8.527875e-01	8.734577e-01	8.904556e-01	9.045423e-01	9.162811e-01	9.261284e-01	9.344451e-01	9.415070e-01	9.475484e-01	9.527419e-01	9.572318e-01	9.611306e-01	9.645324e-01	
354  9.68929	9.883170e-02	2.452698e-02	6.624606e-01	-9.806464e-01	2.570444e-01	4.928085e-01	5.746074e-01	6.436605e-01	7.007982e-01	7.475956e-01	7.857797e-01	8.169565e-01	8.424997e-01	8.635212e-01	8.809267e-01	8.954403e-01	9.076107e-01	9.178886e-01	9.266265e-01	9.340950e-01	9.405234e-01	9.460822e-01	9.509169e-01	9.551408e-01	9.588480e-01	
385  9.78439	9.986491e-02	2.499217e-02	6.669132e-01	-9.768576e-01	2.635088e-01	4.923216e-01	5.737544e-01	6.424762e-01	6.993522e-01	7.459663e-01	7.840376e-01	8.151595e-01	8.406914e-01	8.617312e-01	8.791738e-01	8.937403e-01	9.059742e-01	9.163203e-01	9.251272e-01	9.326630e-01	9.391577e-01	9.447814e-01	9.496780e-01	9.539600e-01	9.577220e-01	
265  9.07961	1.040631e-01	2.289178e-02	6.593025e-01	-9.970071e-01	2.165419e-01	5.042035e-01	5.877619e-01	6.580419e-01	7.158433e-01	7.628202e-01	8.008185e-01	8.315595e-01	8.565073e-01	8.768451e-01	8.935336e-01	9.073279e-01	9.187969e-01	9.284039e-01	9.365075e-01	9.433808e-01	9.492534e-01	9.542947e-01	9.586492e-01	9.624287e-01	9.657246e-01	
84  10.0062	9.835472e-02	2.204923e-02	6.512999e-01	-9.860611e-01	2.465883e-01	4.957175e-01	5.780782e-01	6.475423e-01	7.049277e-01	7.518274e-01	7.900035e-01	8.210940e-01	8.464907e-01	8.673324e-01	8.845526e-01	8.988763e-01	9.108581e-01	9.209542e-01	9.295176e-01	9.368190e-01	9.430907e-01	9.485038e-01	9.532019e-01	9.572972e-01	9.608840e-01	
1613  9.55936	9.837400e-02	2.383699e-02	6.506056e-01	-9.399903e-01	2.262966e-01	4.996230e-01	5.783524e-01	6.448241e-01	6.999857e-01	7.453719e-01	7.826014e-01	8.131765e-01	8.383874e-01	8.592619e-01	8.766334e-01	8.912044e-01	9.034899e-01	9.139081e-01	9.228057e-01	9.304469e-01	9.370484e-01	9.427741e-01	9.477715e-01	9.521547e-01	9.560153e-01	
875  9.60321	9.985496e-02	2.273549e-02	6.560177e-01	-9.972779e-01	2.289965e-01	4.970471e-01	5.804738e-01	6.508881e-01	7.090053e-01	7.564023e-01	7.948669e-01	8.260804e-01	8.514835e-01	8.722486e-01	8.893321e-01	9.034812e-01	9.152681e-01	9.251633e-01	9.335256e-01	9.406298e-01	9.467094e-01	9.519369e-01	9.564589e-01	9.603894e-01	9.638217e-01	
440  9.59923	9.991012e-02	2.352801e-02	6.557863e-01	-9.703260e-01	2.014516e-01	4.987462e-01	5.801509e-01	6.490540e-01	7.061656e-01	7.529729e-01	7.911513e-01	8.222892e-01	8.477555e-01	8.686636e-01	8.859259e-01	9.002816e-01	9.122844e-01	9.223863e-01	9.309452e-01	9.382351e-01	9.444879e-01	9.498756e-01	9.545448e-01	9.586099e-01	9.621653e-01	
266  10.726	9.686322e-02	2.134441e-02	6.446770e-01	-9.867481e-01	1.645743e-01	4.966851e-01	5.796755e-01	6.502599e-01	7.088706e-01	7.568704e-01	7.959203e-01	8.276363e-01	8.534448e-01	8.745162e-01	8.918108e-01	9.061022e-01	9.179748e-01	9.279067e-01	9.362698e-01	9.433489e-01	9.493849e-01	9.545559e-01	9.590115e-01	9.628684e-01	9.662227e-01	
1759  9.40255	1.016069e-01	2.112664e-02	6.476932e-01	-9.774448e-01	1.659456e-01	5.045125e-01	5.868008e-01	6.564384e-01	7.140482e-01	7.611083e-01	7.993342e-01	8.303524e-01	8.555773e-01	8.761787e-01	8.931174e-01	9.071152e-01	9.187467e-01	9.284919e-01	9.367071e-01	9.436663e-01	9.496063e-01	9.547013e-01	9.590971e-01	9.629073e-01	9.662252e-01	
54  9.36017	9.909821e-02	2.288782e-02	6.516152e-01	-9.621202e-01	1.878808e-01	4.988962e-01	5.797167e-01	6.482416e-01	7.051490e-01	7.518763e-01	7.900459e-01	8.212344e-01	8.467780e-01	8.677715e-01	8.851221e-01	8.995602e-01	9.116386e-01	9.218115e-01	9.304339e-01	9.377789e-01	9.440812e-01	9.495143e-01	9.542238e-01	9.583237e-01	9.619094e-01	
795  10.2186	9.945906e-02	2.345423e-02	6.507959e-01	-9.304539e-01	1.882888e-01	5.010641e-01	5.792811e-01	6.455749e-01	7.007632e-01	7.462841e-01	7.836912e-01	8.144423e-01	8.397980e-01	8.607850e-01	8.782476e-01	8.928765e-01	9.051953e-01	9.156361e-01	9.245388e-01	9.321662e-01	9.387468e-01	9.444498e-01	9.494183e-01	9.537646e-01	9.575837e-01	
1520  9.64812	1.038992e-01	2.104249e-02	6.445518e-01	-9.820475e-01	1.757740e-01	5.125151e-01	5.951474e-01	6.646116e-01	7.217217e-01	7.681169e-01	8.056248e-01	8.359425e-01	8.605285e-01	8.805525e-01	8.969576e-01	9.104980e-01	9.217387e-01	9.311395e-01	9.390563e-01	9.457603e-01	9.514795e-01	9.563818e-01	9.606099e-01	9.642741e-01	9.674645e-01	
1781  9.4643	1.044353e-01	2.067947e-02	6.447965e-01	-9.931674e-01	1.752672e-01	5.129279e-01	5.964809e-01	6.666634e-01	7.242609e-01	7.709396e-01	8.085741e-01	8.389070e-01	8.634292e-01	8.833433e-01	8.996203e-01	9.130163e-01	9.241072e-01	9.333642e-01	9.411426e-01	9.477135e-01	9.533074e-01	9.580936e-01	9.622131e-01	9.657755e-01	9.688712e-01	
563  10.1394	1.015639e-01	2.237751e-02	6.438335e-01	-9.379724e-01	1.679503e-01	5.099251e-01	5.889659e-01	6.557157e-01	7.110455e-01	7.564124e-01	7.935219e-01	8.238542e-01	8.487242e-01	8.692029e-01	8.861572e-01	9.002908e-01	9.121355e-01	9.221273e-01	9.306114e-01	9.378526e-01	9.440757e-01	9.494475e-01	9.541105e-01	9.581757e-01	9.617361e-01	
99  9.71391	1.003278e-01	2.216740e-02	6.557763e-01	-9.986672e-01	2.040704e-01	4.971790e-01	5.808923e-01	6.517313e-01	7.102859e-01	7.580622e-01	7.968185e-01	8.282381e-01	8.537740e-01	8.746047e-01	8.916932e-01	9.058286e-01	9.175849e-01	9.274220e-01	9.357109e-01	9.427342e-01	9.487328e-01	9.538825e-01	9.583268e-01	9.621779e-01	9.655316e-01	
345  9.52485	1.002419e-01	2.460298e-02	6.581898e-01	-9.432628e-01	2.197522e-01	4.992004e-01	5.782407e-01	6.450402e-01	7.004957e-01	7.461178e-01	7.835327e-01	8.142421e-01	8.395350e-01	8.604551e-01	8.778549e-01	8.924259e-01	9.046948e-01	9.150966e-01	9.239691e-01	9.315735e-01	9.381381e-01	9.438314e-01	9.487948e-01	9.531395e-01	9.569600e-01	
800  10.4796	1.001855e-01	2.614045e-02	6.640085e-01	-9.138706e-01	1.897661e-01	4.970302e-01	5.738172e-01	6.390839e-01	6.936399e-01	7.388540e-01	7.762020e-01	8.070682e-01	8.326510e-01	8.539333e-01	8.717292e-01	8.867054e-01	8.993711e-01	9.101490e-01	9.193749e-01	9.273092e-01	9.341782e-01	9.401500e-01	9.453690e-01	9.499487e-01	9.539849e-01	
37  10.4661	1.008390e-01	2.281627e-02	6.603122e-01	-9.857706e-01	1.667782e-01	4.958473e-01	5.787329e-01	6.492546e-01	7.078428e-01	7.558527e-01	7.949359e-01	8.266981e-01	8.525619e-01	8.736928e-01	8.910459e-01	9.053939e-01	9.173196e-01	9.273001e-01	9.357085e-01	9.428301e-01	9.489055e-01	9.541124e-01	9.586019e-01	9.624912e-01	9.658759e-01	
609  10.2751	9.964334e-02	2.492666e-02	6.601546e-01	-9.229354e-01	1.478395e-01	4.967833e-01	5.746089e-01	6.410860e-01	6.967737e-01	7.429525e-01	7.810410e-01	8.124337e-01	8.383587e-01	8.598334e-01	8.777061e-01	8.926702e-01	9.052589e-01	9.159160e-01	9.249916e-01	9.327562e-01	9.394427e-01	9.452248e-01	9.502535e-01	9.546468e-01	9.585008e-01	
249  10.2686	9.709364e-02	2.425040e-02	6.554749e-01	-9.381559e-01	1.436280e-01	4.937522e-01	5.728267e-01	6.404900e-01	6.972058e-01	7.441764e-01	7.828529e-01	8.146527e-01	8.408405e-01	8.624676e-01	8.804095e-01	8.953854e-01	9.079450e-01	9.185444e-01	9.275436e-01	9.352202e-01	9.418134e-01	9.475004e-01	9.524322e-01	9.567268e-01	9.604835e-01	
1487  10.1119	9.923850e-02	2.189113e-02	6.441523e-01	-9.517926e-01	1.006677e-01	5.036378e-01	5.842431e-01	6.530774e-01	7.104978e-01	7.577538e-01	7.963707e-01	8.278588e-01	8.535671e-01	8.746131e-01	8.919222e-01	9.062470e-01	9.181607e-01	9.281359e-01	9.365392e-01	9.436527e-01	9.497184e-01	9.549146e-01	9.593915e-01	9.632660e-01	9.666341e-01	
388  9.2504	1.041061e-01	2.157142e-02	6.522259e-01	-9.645181e-01	7.323798e-02	5.074557e-01	5.893226e-01	6.592138e-01	7.173917e-01	7.650840e-01	8.038666e-01	8.353160e-01	8.608408e-01	8.816093e-01	8.985884e-01	9.125572e-01	9.241072e-01	9.337235e-01	9.417807e-01	9.485656e-01	9.543220e-01	9.592290e-01	9.634359e-01	9.670590e-01	9.701939e-01	
237  9.71103	1.045036e-01	2.401481e-02	6.570887e-01	-9.309964e-01	9.485652e-02	5.088181e-01	5.877787e-01	6.550918e-01	7.112586e-01	7.575456e-01	7.954564e-01	8.264593e-01	8.518525e-01	8.727101e-01	8.899232e-01	9.042166e-01	9.161432e-01	9.261594e-01	9.346237e-01	9.418118e-01	9.479583e-01	9.532372e-01	9.577967e-01	9.617522e-01	9.651993e-01	
15  9.43154	1.071456e-01	2.372426e-02	6.620659e-01	-9.602697e-01	1.105031e-01	5.102482e-01	5.915257e-01	6.605174e-01	7.177621e-01	7.645616e-01	8.026584e-01	8.335824e-01	8.587270e-01	8.792446e-01	8.960722e-01	9.099639e-01	9.214925e-01	9.311281e-01	9.392333e-01	9.460859e-01	9.519219e-01	9.569156e-01	9.612141e-01	9.649318e-01	9.681618e-01	
228  9.34894	1.073129e-01	2.298415e-02	6.677113e-01	-9.942557e-01	1.111248e-01	5.047934e-01	5.888429e-01	6.603188e-01	7.195169e-01	7.677795e-01	8.068125e-01	8.383025e-01	8.637329e-01	8.843337e-01	9.011205e-01	9.148916e-01	9.262457e-01	9.356685e-01	9.435463e-01	9.501714e-01	9.557825e-01	9.605566e-01	9.646439e-01	9.681605e-01	9.712006e-01	
511  10.055	1.137886e-01	2.325603e-02	6.658460e-01	-9.751374e-01	9.036819e-02	5.207826e-01	6.034106e-01	6.731467e-01	7.305634e-01	7.771690e-01	8.147414e-01	8.449839e-01	8.693782e-01	8.891259e-01	9.052016e-01	9.183796e-01	9.292433e-01	9.382670e-01	9.458120e-01	9.521542e-01	9.575269e-01	9.621014e-01	9.660202e-01	9.693938e-01	9.723115e-01	
